category,cause,fix_applied,meeting,filename,path,chars_before,chars_after,recovered,outcome
A1 never parsed,no .doc extractor,textutil -convert txt,2024-05-21_Regular Meeting of the Board of Education 7_00 PM,7A Math Materials Adoption.doc,2024-05-21_Regular Meeting of the Board of Education 7_00 PM/7A Math Materials Adoption.doc,0,821,821,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-08-17_Regular Meeting of the Board of Education 7_00 PM,6A ADMIN APPT  Principal IA-East Brinks.doc,2021-08-17_Regular Meeting of the Board of Education 7_00 PM/6A ADMIN APPT  Principal IA-East Brinks.doc,0,813,813,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-09-15_Regular Meeting of the Board of Education 7_00 PM,M080520SpBdWkshp.doc,2020-09-15_Regular Meeting of the Board of Education 7_00 PM/M080520SpBdWkshp.doc,0,808,808,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-05-16_Regular Meeting of the Board of Education 7_00 PM,7B MS Math Materials Adoption Resolution.doc,2023-05-16_Regular Meeting of the Board of Education 7_00 PM/7B MS Math Materials Adoption Resolution.doc,0,805,805,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,M121820ClosedSession.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/M121820ClosedSession.doc,0,798,798,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-05-21_Regular Meeting of the Board of Education 7_00 PM,6C ELEM-SEC hire list for Board 5.21.24.doc,2024-05-21_Regular Meeting of the Board of Education 7_00 PM/6C ELEM-SEC hire list for Board 5.21.24.doc,0,797,797,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-05-18_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2021-05-18_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,790,790,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-06-16_Regular Meeting of the Board of Education 7_00 PM,6 ConsentRes.doc,2026-06-16_Regular Meeting of the Board of Education 7_00 PM/6 ConsentRes.doc,0,785,785,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-06-17_Regular Meeting of the Board of Education 7_00 PM,6 ConsentRes.doc,2025-06-17_Regular Meeting of the Board of Education 7_00 PM/6 ConsentRes.doc,0,774,774,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-06-13_Regular Meeting of the Board of Education 7_30 PM,M050223ClosedSession.doc,2023-06-13_Regular Meeting of the Board of Education 7_30 PM/M050223ClosedSession.doc,0,765,765,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-02-27_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2024-02-27_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,757,757,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-10-20_Regular Meeting of the Board of Education 7_00 PM,M091520ClosedSession.doc,2020-10-20_Regular Meeting of the Board of Education 7_00 PM/M091520ClosedSession.doc,0,755,755,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-10-17_Regular Meeting of the Board of Education 7_00 PM,6 A  ELEM-SEC hire list for Board 10.17.23.doc,2023-10-17_Regular Meeting of the Board of Education 7_00 PM/6 A  ELEM-SEC hire list for Board 10.17.23.doc,0,753,753,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-06-15_Special Meeting of the Board of Education 6_00 PM,3A ClosedSession_SuptEval.doc,2021-06-15_Special Meeting of the Board of Education 6_00 PM/3A ClosedSession_SuptEval.doc,0,752,752,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-09-15_Regular Meeting of the Board of Education 7_00 PM,11A ClosedSession_Negotiations.doc,2020-09-15_Regular Meeting of the Board of Education 7_00 PM/11A ClosedSession_Negotiations.doc,0,749,749,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,9 A ELEM-SEC hire list for Board 1.16.24.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/9 A ELEM-SEC hire list for Board 1.16.24.doc,0,746,746,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-05-21_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2024-05-21_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,733,733,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-09-01_Special Meeting of the Board of Education 7_00 PM or Immediately Following Workshop,3B PurchasingPolicyRevision.doc,2020-09-01_Special Meeting of the Board of Education 7_00 PM or Immediately Following Workshop/3B PurchasingPolicyRevision.doc,0,731,731,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-12-12_Regular Meeting of the Board of Education 7_00 PM,6 B  ELEM-SEC hire list for Board 12.12.doc,2023-12-12_Regular Meeting of the Board of Education 7_00 PM/6 B  ELEM-SEC hire list for Board 12.12.doc,0,730,730,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-03-16_Special Meeting of the Board of Education 6_00 PM,4A ClosedSession_negotiations.doc,2021-03-16_Special Meeting of the Board of Education 6_00 PM/4A ClosedSession_negotiations.doc,0,727,727,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-07-20_Regular Meeting of the Board of Education 9_30 AM,M061521ClosedSession.doc,2021-07-20_Regular Meeting of the Board of Education 9_30 AM/M061521ClosedSession.doc,0,719,719,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,5D Board_DistrictLegalCounsel.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/5D Board_DistrictLegalCounsel.doc,0,718,718,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM,9B TESPA CONTRACT EXTENSION 2028-2030.doc,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM/9B TESPA CONTRACT EXTENSION 2028-2030.doc,0,716,716,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-07-26_Regular Meeting of the Board of Education 9_00 AM,M062122ClosedSession.doc,2022-07-26_Regular Meeting of the Board of Education 9_00 AM/M062122ClosedSession.doc,0,714,714,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-05-20_Regular Meeting of the Board of Education 7_00 PM,M042225ClosedSession.doc,2025-05-20_Regular Meeting of the Board of Education 7_00 PM/M042225ClosedSession.doc,0,714,714,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-04-20_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2021-04-20_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,711,711,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-03-17_Regular Meeting of the Board of Education 7_00 PM,6 A ELEM-SEC hire list for Board 3.17.26.doc,2026-03-17_Regular Meeting of the Board of Education 7_00 PM/6 A ELEM-SEC hire list for Board 3.17.26.doc,0,707,707,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM,9A TESA CONTRACT EXTENSION 2028-2030.doc,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM/9A TESA CONTRACT EXTENSION 2028-2030.doc,0,700,700,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-05-16_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2023-05-16_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,692,692,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-03-16_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2021-03-16_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,690,690,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-07-20_Regular Meeting of the Board of Education 9_30 AM,5 ConsentRes.doc,2021-07-20_Regular Meeting of the Board of Education 9_30 AM/5 ConsentRes.doc,0,685,685,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-05-17_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2022-05-17_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,685,685,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-06-13_Regular Meeting of the Board of Education 7_30 PM,6 ConsentRes.doc,2023-06-13_Regular Meeting of the Board of Education 7_30 PM/6 ConsentRes.doc,0,685,685,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,5H BoardCommittees 2021.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/5H BoardCommittees 2021.doc,0,684,684,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-09-19_Regular Meeting of the Board of Education 7_00 PM,M081523ClosedSession.doc,2023-09-19_Regular Meeting of the Board of Education 7_00 PM/M081523ClosedSession.doc,0,684,684,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-09-15_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2020-09-15_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,681,681,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-08-18_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2020-08-18_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,680,680,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-04-18_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2023-04-18_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,680,680,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-03-19_Regular Meeting of the Board of Education 7_00 PM,6 A  ELEM-SEC hire list for Board 3.19.24.doc,2024-03-19_Regular Meeting of the Board of Education 7_00 PM/6 A  ELEM-SEC hire list for Board 3.19.24.doc,0,679,679,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-09-17_Regular Meeting of the Board of Education 7_00 PM,M082024ClosedSession.doc,2024-09-17_Regular Meeting of the Board of Education 7_00 PM/M082024ClosedSession.doc,0,677,677,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-12-14_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2021-12-14_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,676,676,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-11-16_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2021-11-16_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,673,673,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-07-18_Regular Meeting of the Board of Education 9_30 AM,M060623ClosedSession.doc,2023-07-18_Regular Meeting of the Board of Education 9_30 AM/M060623ClosedSession.doc,0,672,672,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-07-15_Regular Meeting of the Board of Education 9_30 AM,M060325ClosedSession.doc,2025-07-15_Regular Meeting of the Board of Education 9_30 AM/M060325ClosedSession.doc,0,667,667,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-11-16_Regular Meeting of the Board of Education 7_00 PM,6 A  ELEM-SEC hire list for Board 11.16.21.doc,2021-11-16_Regular Meeting of the Board of Education 7_00 PM/6 A  ELEM-SEC hire list for Board 11.16.21.doc,0,655,655,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-04-20_Special Meeting of the Board of Education 6_00 PM,3A ClosedSession_negotiations.doc,2021-04-20_Special Meeting of the Board of Education 6_00 PM/3A ClosedSession_negotiations.doc,0,653,653,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-03-15_Regular Meeting of the Board of Education 7_00 PM,5E Reschedule June 7 Workshop to June 14.doc,2022-03-15_Regular Meeting of the Board of Education 7_00 PM/5E Reschedule June 7 Workshop to June 14.doc,0,641,641,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-02-15_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2022-02-15_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,640,640,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,4F Board_DistrictLegalCounsel.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/4F Board_DistrictLegalCounsel.doc,0,639,639,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM,4F Board_DistrictLegalCounsel.doc,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM/4F Board_DistrictLegalCounsel.doc,0,639,639,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,4F Board_DistrictLegalCounsel.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/4F Board_DistrictLegalCounsel.doc,0,639,639,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,4F Board_DistrictLegalCounsel.doc,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/4F Board_DistrictLegalCounsel.doc,0,639,639,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM,4F Board_DistrictLegalCounsel.doc,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM/4F Board_DistrictLegalCounsel.doc,0,639,639,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-08-17_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2021-08-17_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,636,636,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-04-16_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2024-04-16_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,636,636,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-12-15_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2020-12-15_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,633,633,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-11-19_Regular Meeting of the Board of Education 7_00 PM,5D Reschedule January 7 Workshop to January 14.doc,2024-11-19_Regular Meeting of the Board of Education 7_00 PM/5D Reschedule January 7 Workshop to January 14.doc,0,630,630,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-11-15_Regular Meeting of the Board of Education 7_00 PM,5D Reschedule January 3 Workshop to January 10.doc,2022-11-15_Regular Meeting of the Board of Education 7_00 PM/5D Reschedule January 3 Workshop to January 10.doc,0,629,629,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-02-25_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2025-02-25_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,617,617,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-11-17_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2020-11-17_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,612,612,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,8 ConsentRes.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/8 ConsentRes.doc,0,609,609,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-03-18_Regular Meeting of the Board of Education 7_00 PM,5E Reschedule April 15 Meeting to April 22.doc,2025-03-18_Regular Meeting of the Board of Education 7_00 PM/5E Reschedule April 15 Meeting to April 22.doc,0,607,607,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-04-07_Special Meeting of the Board of Education 6_00 PM,4A Reschedule May 5 Workshop to April 28.doc,2026-04-07_Special Meeting of the Board of Education 6_00 PM/4A Reschedule May 5 Workshop to April 28.doc,0,602,602,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-04-28_Special Meeting of the Board of Education 5_30 PM,4A TEA CONTRACT Approval 2028-2030.doc,2026-04-28_Special Meeting of the Board of Education 5_30 PM/4A TEA CONTRACT Approval 2028-2030.doc,0,600,600,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-07-22_Regular Meeting of the Board of Education 1_00 PM,5 ConsentRes.doc,2026-07-22_Regular Meeting of the Board of Education 1_00 PM/5 ConsentRes.doc,0,599,599,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-02-14_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2023-02-14_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,596,596,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-02-15_Regular Meeting of the Board of Education 7_00 PM,6A  ELEM-SEC hire list for Board 2.15.22.doc,2022-02-15_Regular Meeting of the Board of Education 7_00 PM/6A  ELEM-SEC hire list for Board 2.15.22.doc,0,594,594,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-03-18_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2025-03-18_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,576,576,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-04-18_Regular Meeting of the Board of Education 7_00 PM,6 E  ELEM-SEC hire list for Board 4.18.23.doc,2023-04-18_Regular Meeting of the Board of Education 7_00 PM/6 E  ELEM-SEC hire list for Board 4.18.23.doc,0,564,564,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-06-15_Regular Meeting of the Board of Education 7_00 PM,6 ConsentRes.doc,2021-06-15_Regular Meeting of the Board of Education 7_00 PM/6 ConsentRes.doc,0,547,547,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-06-15_Regular Meeting of the Board of Education 7_00 PM,11A ChangeTimeJulyBoardMtg.doc,2021-06-15_Regular Meeting of the Board of Education 7_00 PM/11A ChangeTimeJulyBoardMtg.doc,0,542,542,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-06-21_Regular Meeting of the Board of Education 7_00 PM,6 ConsentRes.doc,2022-06-21_Regular Meeting of the Board of Education 7_00 PM/6 ConsentRes.doc,0,538,538,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-04-22_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2025-04-22_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,536,536,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,3 ElectActingChair.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/3 ElectActingChair.doc,0,527,527,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-03-21_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2023-03-21_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,523,523,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-09-21_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2021-09-21_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,522,522,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM,2 ElectActingChair.doc,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM/2 ElectActingChair.doc,0,518,518,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-03-19_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2024-03-19_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,512,512,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,5E ApptDeputySecretary.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/5E ApptDeputySecretary.doc,0,509,509,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,5F PostingNoticesofMeetingsDesignation.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/5F PostingNoticesofMeetingsDesignation.doc,0,494,494,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-10-19_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2021-10-19_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,483,483,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-02-15_Regular Meeting of the Board of Education 7_00 PM,5D Cancel March12 WinterRetreat Reschedule July 19 BOE Mtg to July 26.doc,2022-02-15_Regular Meeting of the Board of Education 7_00 PM/5D Cancel March12 WinterRetreat Reschedule July 19 BOE Mtg to July 26.doc,0,481,481,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,9 ConsentRes.doc,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/9 ConsentRes.doc,0,472,472,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,8 ConsentRes.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/8 ConsentRes.doc,0,471,471,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,5G Board Meetings Schedule2020.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/5G Board Meetings Schedule2020.doc,0,470,470,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-04-18_Regular Meeting of the Board of Education 7_00 PM,5F Reschedule June 20 BOE Mtg to June 13 at THS.doc,2023-04-18_Regular Meeting of the Board of Education 7_00 PM/5F Reschedule June 20 BOE Mtg to June 13 at THS.doc,0,451,451,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,2 ElectActingChair.doc,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/2 ElectActingChair.doc,0,439,439,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,2 ElectActingChair.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/2 ElectActingChair.doc,0,435,435,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,2 ElectActingChair.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/2 ElectActingChair.doc,0,435,435,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,4G ApptDeputySecretary.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/4G ApptDeputySecretary.doc,0,434,434,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM,4G ApptDeputySecretary.doc,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM/4G ApptDeputySecretary.doc,0,434,434,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,4G ApptDeputySecretary.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/4G ApptDeputySecretary.doc,0,434,434,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,4G ApptDeputySecretary.doc,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/4G ApptDeputySecretary.doc,0,434,434,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM,4G ApptDeputySecretary.doc,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM/4G ApptDeputySecretary.doc,0,434,434,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,4H PostingNoticesofMeetingsDesignation.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/4H PostingNoticesofMeetingsDesignation.doc,0,419,419,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM,4H PostingNoticesofMeetingsDesignation.doc,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM/4H PostingNoticesofMeetingsDesignation.doc,0,419,419,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,4H PostingNoticesofMeetingsDesignation.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/4H PostingNoticesofMeetingsDesignation.doc,0,419,419,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,4H PostingNoticesofMeetingsDesignation.doc,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/4H PostingNoticesofMeetingsDesignation.doc,0,419,419,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM,4H PostingNoticesofMeetingsDesignation.doc,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM/4H PostingNoticesofMeetingsDesignation.doc,0,419,419,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-06-15_Regular Meeting of the Board of Education 7_00 PM,9.C. Safe-Ed Contract Proposal 2021 thru2024 Financials.doc,2021-06-15_Regular Meeting of the Board of Education 7_00 PM/9.C. Safe-Ed Contract Proposal 2021 thru2024 Financials.doc,0,401,401,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,4I Board Meetings Schedule2022.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/4I Board Meetings Schedule2022.doc,0,395,395,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM,4I Board Meetings Schedule2023.doc,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM/4I Board Meetings Schedule2023.doc,0,395,395,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,4I Board Meetings Schedule2024.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/4I Board Meetings Schedule2024.doc,0,395,395,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,4I Board Meetings Schedule2025.doc,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/4I Board Meetings Schedule2025.doc,0,395,395,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM,4I Board Meetings Schedule2026.doc,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM/4I Board Meetings Schedule2026.doc,0,395,395,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-02-23_Regular Meeting of the Board of Education 7_00 PM,7C SOC Intro.doc,2021-02-23_Regular Meeting of the Board of Education 7_00 PM/7C SOC Intro.doc,0,394,394,recovered
